,0
652," The Courier - Mail (Online); Brisbane, Qld."
653," Sydney Morning Herald; Sydney, N.S.W."
654," The Age; Melbourne, Vic."
655," The Australian (Online); Canberra, A.C.T."
656," The Daily Telegraph (Online); Surrey Hills, N.S.W."
657," The Australian (Online); Canberra, A.C.T."
658," News.com.au; Sydney, N.S.W."
659," The Age; Melbourne, Vic."
660," The Courier - Mail (Online); Brisbane, Qld."
661," The Australian (Online); Canberra, A.C.T."
662," Weekend Australian; Canberra, A.C.T."
663," The Australian (Online); Canberra, A.C.T."
664, Herald Sun (Online); Melbourne
665," The Age; Melbourne, Vic."
666," The Age; Melbourne, Vic."
667," The Courier - Mail (Online); Brisbane, Qld."
668," News.com.au; Sydney, N.S.W."
669," The Australian (Online); Canberra, A.C.T."
670, Herald Sun (Online); Melbourne
671," Newcastle Herald; Newcastle, N.S.W."
672, Herald Sun (Online); Melbourne
673," Sunday Age; Melbourne, Vic."
674," Herald Sun; Melbourne, Vic."
675," The Age; Melbourne, Vic."
676," The Australian; Canberra, A.C.T."
677," The Age; Melbourne, Vic."
678," The Courier - Mail; Brisbane, Qld."
679," The Daily Telegraph; Surry Hills, N.S.W."
680," The Courier - Mail; Brisbane, Qld."
681," The Courier - Mail; Brisbane, Qld."
682," The Daily Telegraph; Surry Hills, N.S.W."
683," The Daily Telegraph; Surry Hills, N.S.W."
684," The Daily Telegraph; Surry Hills, N.S.W."
685," The Age; Melbourne, Vic."
686," Weekend Australian; Canberra, A.C.T."
687," Weekend Australian; Canberra, A.C.T."
688," The Australian; Canberra, A.C.T."
689," Sydney Morning Herald; Sydney, N.S.W."
690," The Age; Melbourne, Vic."
691," The Canberra Times; Canberra, A.C.T."
692," The Canberra Times; Canberra, A.C.T."
693," The Canberra Times; Canberra, A.C.T."
694," The Canberra Times; Canberra, A.C.T."
695," Sun Herald; Sydney, N.S.W."
696," The Courier - Mail; Brisbane, Qld."
697," The Advertiser; Adelaide, S. Aust."
698," The Courier - Mail; Brisbane, Qld."
699," The Age; Melbourne, Vic."
700," The Australian; Canberra, A.C.T."
701," The Age; Melbourne, Vic."
702," The Age; Melbourne, Vic."
703, Herald Sun (Online); Melbourne
704, Herald Sun (Online); Melbourne
705," The Australian (Online); Canberra, A.C.T."
706," The Daily Telegraph (Online); Surrey Hills, N.S.W."
707," The Courier - Mail; Brisbane, Qld."
708," The Courier - Mail; Brisbane, Qld."
709," The Daily Telegraph (Online); Surrey Hills, N.S.W."
710," News.com.au; Sydney, N.S.W."
711," The Courier - Mail; Brisbane, Qld."
712," The Australian (Online); Canberra, A.C.T."
713," Sydney Morning Herald; Sydney, N.S.W."
714," The Standard; Warrnambool, Vic."
715," The Age; Melbourne, Vic."
716," The Age; Melbourne, Vic."
717," The Courier - Mail (Online); Brisbane, Qld."
718," The Australian (Online); Canberra, A.C.T."
719," The Courier; Ballarat, Vic."
720," Sydney Morning Herald; Sydney, N.S.W."
721," The Daily Telegraph; Surry Hills, N.S.W."
722," The Canberra Times; Canberra, A.C.T."
723," The Canberra Times; Canberra, A.C.T."
724," The Courier - Mail; Brisbane, Qld."
725," The Courier - Mail; Brisbane, Qld."
726," Newcastle Herald; Newcastle, N.S.W."
727," The Age; Melbourne, Vic."
728," News.com.au; Sydney, N.S.W."
729," The Australian; Canberra, A.C.T."
730," The Australian; Canberra, A.C.T."
731," The Australian (Online); Canberra, A.C.T."
732," The Australian (Online); Canberra, A.C.T."
733," The Australian; Canberra, A.C.T."
734," The Australian; Canberra, A.C.T."
735," Advocate; Burnie, Tas."
736," The Australian (Online); Canberra, A.C.T."
737," The Courier - Mail (Online); Brisbane, Qld."
738," The Northern Territory News; Darwin, N.T."
739," The Courier - Mail; Brisbane, Qld."
740," The Courier - Mail; Brisbane, Qld."
741," The Bendigo Advertiser; Bendigo, Vic."
742," The Northern Daily Leader; Tamworth, N.S.W."
743," The Australian (Online); Canberra, A.C.T."
744," Herald Sun; Melbourne, Vic."
745," Newcastle Herald; Newcastle, N.S.W."
746," The Courier - Mail (Online); Brisbane, Qld."
747," The Canberra Times; Canberra, A.C.T."
748," The Canberra Times; Canberra, A.C.T."
749," The Canberra Times; Canberra, A.C.T."
750," The Canberra Times; Canberra, A.C.T."
751," The Courier - Mail; Brisbane, Qld."
752," The Courier - Mail; Brisbane, Qld."
753," Sydney Morning Herald; Sydney, N.S.W."
754, Herald Sun (Online); Melbourne
755, Herald Sun (Online); Melbourne
756," The Age; Melbourne, Vic."
757," The Courier - Mail; Brisbane, Qld."
758," The Courier - Mail; Brisbane, Qld."
759," The Canberra Times; Canberra, A.C.T."
760," The Canberra Times; Canberra, A.C.T."
761," Sydney Morning Herald; Sydney, N.S.W."
762," The Age; Melbourne, Vic."
763," The Australian (Online); Canberra, A.C.T."
764," Herald Sun; Melbourne, Vic."
765," Herald Sun; Melbourne, Vic."
766," Sydney Morning Herald; Sydney, N.S.W."
767," News.com.au; Sydney, N.S.W."
768," Sunday Telegraph; Surry Hills, N.S.W."
769," The Courier - Mail; Brisbane, Qld."
770," The Courier - Mail; Brisbane, Qld."
771," Herald Sun; Melbourne, Vic."
772," The Age; Melbourne, Vic."
773," Sun Herald; Sydney, N.S.W."
774," The Standard; Warrnambool, Vic."
775," The Australian (Online); Canberra, A.C.T."
776," The Australian (Online); Canberra, A.C.T."
777," The Age; Melbourne, Vic."
778," The Age; Melbourne, Vic."
779," The Australian; Canberra, A.C.T."
780," The Australian; Canberra, A.C.T."
781," The Australian; Canberra, A.C.T."
782," The Australian; Canberra, A.C.T."
783," Sydney Morning Herald; Sydney, N.S.W."
784," The Age; Melbourne, Vic."
785," The Age; Melbourne, Vic."
786," The Australian; Canberra, A.C.T."
787," Sunday Age; Melbourne, Vic."
788," Herald Sun; Melbourne, Vic."
789," The Age; Melbourne, Vic."
790," The Age; Melbourne, Vic."
791," The Weekend Australian Magazine; Surry Hills, N.S.W."
792," The Australian; Canberra, A.C.T."
793," The Daily Telegraph; Surry Hills, N.S.W."
794," The Daily Telegraph; Surry Hills, N.S.W."
795," Herald Sun; Melbourne, Vic."
796," The Daily Telegraph; Surry Hills, N.S.W."
797," Herald Sun; Melbourne, Vic."
798," Sunday Age; Melbourne, Vic."
799," Sydney Morning Herald; Sydney, N.S.W."
800," The Examiner; Launceston, Tas."
801," The Australian (Online); Canberra, A.C.T."
802," Herald Sun; Melbourne, Vic."
803," Herald Sun; Melbourne, Vic."
804," The Courier - Mail; Brisbane, Qld."
805," The Courier - Mail; Brisbane, Qld."
806," News.com.au; Sydney, N.S.W."
807," The Transcontinental; Port Augusta, S. Aust."
808," The Examiner; Launceston, Tas."
809," The Examiner; Launceston, Tas."
810," The Courier - Mail; Brisbane, Qld."
811," Bega District News; Bega, N.S.W."
812," Magnet; Eden, N.S.W."
813," The Examiner; Launceston, Tas."
814," The Examiner; Launceston, Tas."
815," The Transcontinental; Port Augusta, S. Aust."
816," The Courier; Ballarat, Vic."
817," The Examiner; Launceston, Tas."
818," Merimbula News Weekly; Merimbula, N.S.W."
819," The Gold Coast Bulletin; Southport, Qld."
820, Herald Sun (Online); Melbourne
821," The Australian; Canberra, A.C.T."
822," The Australian; Canberra, A.C.T."
823," Sydney Morning Herald; Sydney, N.S.W."
824," The Age; Melbourne, Vic."
825, Herald Sun (Online); Melbourne
826," The Australian; Canberra, A.C.T."
827," The Australian (Online); Canberra, A.C.T."
828," Newcastle Herald; Newcastle, N.S.W."
829," Sydney Morning Herald; Sydney, N.S.W."
830," The Australian; Canberra, A.C.T."
831," The Australian; Canberra, A.C.T."
832," Manawatu Standard; Palmerston North, New Zealand"
833," The Press; Christchurch, New Zealand"
834," The Marlborough Express; Blenheim, New Zealand"
835," The Southland Times; Invercargill, New Zealand"
836," Waikato Times; Hamilton, New Zealand"
837," Taranaki Daily News; New Plymouth, New Zealand"
838," Dominion Post; Wellington, New Zealand"
839," The Nelson Mail; Nelson, New Zealand"
840, Timaru Herald; Timaru
841," The Daily Telegraph (Online); Surrey Hills, N.S.W."
842," The Examiner; Launceston, Tas."
843," The Transcontinental; Port Augusta, S. Aust."
844," The Examiner; Launceston, Tas."
845," The Examiner; Launceston, Tas."
846," Sun Herald; Sydney, N.S.W."
847," News.com.au; Sydney, N.S.W."
848," The Age; Melbourne, Vic."
849," Sunday Star - Times; Wellington, New Zealand"
850," Sunday News; Auckland, New Zealand"
851," Herald Sun; Melbourne, Vic."
852," The Border Mail; Albury-Wodonga, N.S.W."
853," The Border Mail; Albury-Wodonga, N.S.W."
854," The Courier - Mail; Brisbane, Qld."
855," The Courier - Mail; Brisbane, Qld."
856," The Courier - Mail; Brisbane, Qld."
857," Sun Herald; Sydney, N.S.W."
858," Port Macquarie News; Port Macquarie, N.S.W."
859," The Age; Melbourne, Vic."
860," The Camden Haven Courier; Laurieton, N.S.W."
861," Sydney Morning Herald; Sydney, N.S.W."
862," The Northern Territory News; Darwin, N.T."
863," The Camden Haven Courier; Laurieton, N.S.W."
864," The Australian; Canberra, A.C.T."
865," The Australian; Canberra, A.C.T."
866," The Australian (Online); Canberra, A.C.T."
867," News.com.au; Sydney, N.S.W."
868," The Northern Territory News; Darwin, N.T."
869," Herald Sun; Melbourne, Vic."
870," Sydney Morning Herald; Sydney, N.S.W."
871," Sydney Morning Herald; Sydney, N.S.W."
872, Herald Sun (Online); Melbourne
873," The Age; Melbourne, Vic."
874," Sydney Morning Herald; Sydney, N.S.W."
875," The Daily Telegraph (Online); Surrey Hills, N.S.W."
876," Herald Sun; Melbourne, Vic."
877," The Age; Melbourne, Vic."
878," The Australian; Canberra, A.C.T."
879," The Age; Melbourne, Vic."
880," Sydney Morning Herald; Sydney, N.S.W."
881," Taranaki Daily News; New Plymouth, New Zealand"
882," The Press; Christchurch, New Zealand"
883, Timaru Herald; Timaru
884," Dominion Post; Wellington, New Zealand"
885," Waikato Times; Hamilton, New Zealand"
886," Manawatu Standard; Palmerston North, New Zealand"
887," The Southland Times; Invercargill, New Zealand"
888," The Nelson Mail; Nelson, New Zealand"
889," The Marlborough Express; Blenheim, New Zealand"
890," The Age; Melbourne, Vic."
891," Sydney Morning Herald; Sydney, N.S.W."
892," News Mail Bundaberg; Bundaberg, Qld."
893," Sun Herald; Sydney, N.S.W."
894," The Australian; Canberra, A.C.T."
895," Weekend Australian; Canberra, A.C.T."
896," Weekend Australian; Canberra, A.C.T."
897," The Age; Melbourne, Vic."
898," The Age; Melbourne, Vic."
899," Weekend Australian; Canberra, A.C.T."
900," The Age; Melbourne, Vic."
901," Sunday Age; Melbourne, Vic."
902," The Australian; Canberra, A.C.T."
903," The Australian; Canberra, A.C.T."
904," The Australian; Canberra, A.C.T."
905," The Mercury; Hobart Town, Tas."
906," Herald Sun; Melbourne, Vic."
907," Herald Sun; Melbourne, Vic."
908," Herald Sun; Melbourne, Vic."
909," The Examiner; Launceston, Tas."
910," Herald Sun; Melbourne, Vic."
911," The Australian; Canberra, A.C.T."
912," The Courier - Mail; Brisbane, Qld."
913," News.com. au; Sydney, N.S.W."
914," Herald Sun; Melbourne, Vic."
915," Herald Sun; Melbourne, Vic."
916," Herald Sun; Melbourne, Vic."
917," The Courier - Mail (Online); Brisbane, Qld."
918," The Australian; Canberra, A.C.T."
919," The Australian; Canberra, A.C.T."
920," The Age; Melbourne, Vic."
921," Herald Sun; Melbourne, Vic."
922," The Standard; Warrnambool, Vic."
923," The Standard; Warrnambool, Vic."
924," The Courier - Mail (Online); Brisbane, Qld."
925," The Australian; Canberra, A.C.T."
926," Herald Sun; Melbourne, Vic."
927," The Australian; Canberra, A.C.T."
928," Herald Sun; Melbourne, Vic."
929," Herald Sun; Melbourne, Vic."
930," Herald Sun; Melbourne, Vic."
931," The Canberra Times; Canberra, A.C.T."
932," The Canberra Times; Canberra, A.C.T."
933," The Age; Melbourne, Vic."
934," The Daily Telegraph; Surry Hills, N.S.W."
935," Newcastle Herald; Newcastle, N.S.W."
936," The Canberra Times; Canberra, A.C.T."
937," The Courier - Mail; Brisbane, Qld."
938," The Courier - Mail; Brisbane, Qld."
939," The Gold Coast Bulletin; Southport, Qld."
940," The Australian; Canberra, A.C.T."
941," The Daily Telegraph; Surry Hills, N.S.W."
942," The Daily Telegraph; Surry Hills, N.S.W."
943," Sunday Age; Melbourne, Vic."
944," The Advertiser; Adelaide, S. Aust."
945," The Canberra Times; Canberra, A.C.T."
946," The Canberra Times; Canberra, A.C.T."
947," The Age; Melbourne, Vic."
948," The Canberra Times; Canberra, A.C.T."
949," The Canberra Times; Canberra, A.C.T."
950," The Age; Melbourne, Vic."
951," The Australian; Canberra, A.C.T."
952," The Australian; Canberra, A.C.T."
953," The Australian; Canberra, A.C.T."
954," The Age; Melbourne, Vic."
955," The Age; Melbourne, Vic."
956," Sydney Morning Herald; Sydney, N.S.W."
957," The Daily Telegraph; Surry Hills, N.S.W."
958," Newcastle Herald; Newcastle, N.S.W."
959," The Canberra Times; Canberra, A.C.T."
960," The Canberra Times; Canberra, A.C.T."
961," The Australian; Canberra, A.C.T."
962," The Australian; Canberra, A.C.T."
963," The Australian; Canberra, A.C.T."
964," The Courier - Mail; Brisbane, Qld."
965," The Courier - Mail; Brisbane, Qld."
966," Herald Sun; Melbourne, Vic."
967," The Australian; Canberra, A.C.T."
968," The Australian; Canberra, A.C.T."
969," The Australian; Canberra, A.C.T."
970," The Australian; Canberra, A.C.T."
971," Herald Sun; Melbourne, Vic."
972," Herald Sun; Melbourne, Vic."
973," The Press; Christchurch, New Zealand"
974," The Transcontinental; Port Augusta, S. Aust."
975," The Examiner; Launceston, Tas."
976," The Examiner; Launceston, Tas."
977," The Examiner; Launceston, Tas."
978," The Canberra Times; Canberra, A.C.T."
979," The Canberra Times; Canberra, A.C.T."
980," Sydney Morning Herald; Sydney, N.S.W."
981," The Australian; Canberra, A.C.T."
982," The Daily Telegraph; Surry Hills, N.S.W."
983," The Australian; Canberra, A.C.T."
984," The Australian; Canberra, A.C.T."
985," The Courier - Mail; Brisbane, Qld."
986," Sydney Morning Herald; Sydney, N.S.W."
987," The Australian (Online); Canberra, A.C.T."
988," The Australian; Canberra, A.C.T."
989," The Age; Melbourne, Vic."
990," Herald Sun; Melbourne, Vic."
991," Herald Sun; Melbourne, Vic."
992," Herald Sun; Melbourne, Vic."
993," The Age; Melbourne, Vic."
994," Herald Sun; Melbourne, Vic."
995," Sunday Age; Melbourne, Vic."
996," The Daily Telegraph; Surry Hills, N.S.W."
997," Weekend Australian; Canberra, A.C.T."
998," Weekend Australian; Canberra, A.C.T."
999," The Daily Mercury; Mackay, Qld."
1000," The Northern Territory News; Darwin, N.T."
1001," The Daily Telegraph; Surry Hills, N.S.W."
1002," The Daily Telegraph; Surry Hills, N.S.W."
1003," The Australi an; Canberra, A.C.T."
1004," The Australi an; Canberra, A.C.T."
1005," Herald Sun; Melbourne, Vic."
1006," The Daily Telegraph; Surry Hills, N.S.W."
1007," The Daily Telegraph; Surry Hills, N.S.W."
1008," The Examiner; Launceston, Tas."
1009," The Canberra Times; Canberra, A.C.T."
1010," The Canberra Times; Canberra, A.C.T."
1011," The Cairns Post; Cairns, Qld."
1012," Townsville Bulletin; Townsville, Qld."
1013," The Gold Coast Bulletin; Southport, Qld."
1014," News.com.au; Sydney, N.S.W."
1015," The Daily Telegraph; Surry Hills, N.S.W."
1016," The Daily Telegraph; Surry Hills, N.S.W."
1017," The Courier - Mail; Brisbane, Qld."
1018," Herald Sun; Melbourne, Vic."
1019," The Australian; Canberra, A.C.T."
1020," The Australian (Online); Canberra, A.C.T."
1021," The Daily Telegraph; Surry Hills, N.S.W."
1022," The Courier - Mail; Brisbane, Qld."
1023," The Age; Melbourne, Vic."
1024," The Courier - Mail; Brisbane, Qld."
1025," The Courier - Mail; Brisbane, Qld."
1026," The Courier - Mail; Brisbane, Qld."
1027," The Standard; Warrnambool, Vic."
1028," The Standard; Warrnambool, Vic."
1029," Sydney Morning Herald; Sydney, N.S.W."
1030," The Age; Melbourne, Vic."
1031," Herald Sun; Melbourne, Vic."
1032," Geelong Advertiser; Geelong, Vic."
1033," Forbes Advocate; Forbes, N.S.W."
1034," St. George and Sutherland Shire Leader; Rockdale, N.S.W."
1035," Port Stephens Examiner; Raymond Terrace, N.S.W."
1036," Port Stephens Examiner; Raymond Terrace, N.S.W."
1037," Herald Sun; Melbourne, Vic."
1038," Central Western Daily; Orange, N.S.W."
1039," The Australian; Canberra, A.C.T."
1040," The Daily Telegraph; Surry Hills, N.S.W."
1041," The Daily Telegraph; Surry Hills, N.S.W."
1042," The Daily Telegraph; Surry Hills, N.S.W."
1043," Newcastle Herald; Newcastle, N.S.W."
1044," The Australian; Canberra, A.C.T."
1045," Sun Herald; Sydney, N.S.W."
1046," The Courier - Mail; Brisbane, Qld."
1047," The Courier - Mail; Brisbane, Qld."
1048," The Australian (Online); Canberra, A.C.T."
1049," The Cairns Post; Cairns, Qld."
1050," The Canberra Times; Canberra, A.C.T."
1051," The Canberra Times; Canberra, A.C.T."
1052," Herald Sun; Melbourne, Vic."
1053," Herald Sun; Melbourne, Vic."
1054," Herald Sun; Melbourne, Vic."
1055," Stock and Land; Tullamarine, Vic."
1056," Sunday Age; Melbourne, Vic."
1057," Sun Herald; Sydney, N.S.W."
1058," The Gold Coast Bulletin; Southport, Qld."
1059," Queensland Country Life; Brisbane, Qld."
1060," Newcastle Herald; Newcastle, N.S.W."
1061," The Canberra Times; Canberra, A.C.T."
1062," The Canberra Times; Canberra, A.C.T."
1063," The Canberra Times; Canberra, A.C.T."
1064," The Canberra Times; Canberra, A.C.T."
1065," The Australian; Canberra, A.C.T."
1066," The Australian; Canberra, A.C.T."
1067," The Courier; Ballarat, Vic."
1068," The Age; Melbourne, Vic."
1069," Sydney Morning Herald; Sydney, N.S.W."
1070," Herald Sun; Melbourne, Vic."
1071," Herald Sun; Melbourne, Vic."
1072," The Northern Territory News; Darwin, N.T."
1073," Herald Sun; Melbourne, Vic."
1074," The Daily Telegraph; Surry Hills, N.S.W."
1075," Herald Sun; Melbourne, Vic."
1076," Herald Sun; Melbourne, Vic."
1077," The Australian; Canberra, A.C.T."
1078," The Courier - Mail; Brisbane, Qld."
1079," The Courier - Mail; Brisbane, Qld."
1080," Sunday Age; Melbourne, Vic."
1081," Weekend Australian; Canberra, A.C.T."
1082," Weekend Australian; Canberra, A.C.T."
1083," Weekend Australian; Canberra, A.C.T."
1084," Newcastle Herald; Newcastle, N.S.W."
1085," The Gold Coast Bulletin; Southport, Qld."
1086," Herald Sun; Melbourne, Vic."
1087," The Mercury; Hobart Town, Tas."
1088," Herald Sun; Melbourne, Vic."
1089," Herald Sun; Melbourne, Vic."
1090," The Courier - Mail; Brisbane, Qld."
1091," The Canberra Times; Canberra, A.C.T."
1092," The Canberra Times; Canberra, A.C.T."
1093," The Age; Melbourne, Vic."
1094," The Daily Telegraph; Surry Hills, N.S.W."
1095," The Daily Telegraph; Surry Hills, N.S.W."
1096," The Daily Telegraph; Surry Hills, N.S.W."
1097," The Daily Telegraph; Surry Hills, N.S.W."
1098," Sydney Morning Herald; Sydney, N.S.W."
1099," The Age; Melbourne, Vic."
1100," The Australian; Canberra, A.C.T."
1101," The Age; Melbourne, Vic."
1102," The Age; Melbourne, Vic."
1103, Herald Sun (Online); Melbourne
1104, Herald Sun (Online); Melbourne
1105," The Australian (Online); Canberra, A.C.T."
1106," The Daily Telegraph (Online); Surrey Hills, N.S.W."
1107," The Courier - Mail; Brisbane, Qld."
1108," The Courier - Mail; Brisbane, Qld."
1109," The Daily Telegraph (Online); Surrey Hills, N.S.W."
1110," News.com.au; Sydney, N.S.W."
1111," The Courier - Mail; Brisbane, Qld."
1112," The Australian (Online); Canberra, A.C.T."
1113," Sydney Morning Herald; Sydney, N.S.W."
1114," The Standard; Warrnambool, Vic."
1115," The Age; Melbourne, Vic."
1116," The Age; Melbourne, Vic."
1117," The Courier - Mail (Online); Brisbane, Qld."
1118," The Australian (Online); Canberra, A.C.T."
1119," The Courier; Ballarat, Vic."
1120," Sydney Morning Herald; Sydney, N.S.W."
1121," The Daily Telegraph; Surry Hills, N.S.W."
1122," The Canberra Times; Canberra, A.C.T."
1123," The Canberra Times; Canberra, A.C.T."
1124," The Courier - Mail; Brisbane, Qld."
1125," The Courier - Mail; Brisbane, Qld."
1126," Newcastle Herald; Newcastle, N.S.W."
1127," The Age; Melbourne, Vic."
1128," News.com.au; Sydney, N.S.W."
1129," The Australian; Canberra, A.C.T."
1130," The Australian; Canberra, A.C.T."
1131," The Australian (Online); Canberra, A.C.T."
1132," The Australian (Online); Canberra, A.C.T."
1133," The Australian; Canberra, A.C.T."
1134," The Australian; Canberra, A.C.T."
1135," Advocate; Burnie, Tas."
1136," The Australian (Online); Canberra, A.C.T."
1137," The Courier - Mail (Online); Brisbane, Qld."
1138," The Northern Territory News; Darwin, N.T."
1139," The Courier - Mail; Brisbane, Qld."
1140," The Courier - Mail; Brisbane, Qld."
1141," The Bendigo Advertiser; Bendigo, Vic."
1142," The Northern Daily Leader; Tamworth, N.S.W."
1143," The Australian (Online); Canberra, A.C.T."
1144," Herald Sun; Melbourne, Vic."
1145," Newcastle Herald; Newcastle, N.S.W."
1146," The Courier - Mail (Online); Brisbane, Qld."
1147," The Canberra Times; Canberra, A.C.T."
1148," The Canberra Times; Canberra, A.C.T."
1149," The Canberra Times; Canberra, A.C.T."
1150," The Canberra Times; Canberra, A.C.T."
1151," The Courier - Mail; Brisbane, Qld."
1152," The Courier - Mail; Brisbane, Qld."
1153," Sydney Morning Herald; Sydney, N.S.W."
1154, Herald Sun (Online); Melbourne
1155, Herald Sun (Online); Melbourne
1156," The Age; Melbourne, Vic."
1157," The Courier - Mail; Brisbane, Qld."
1158," The Courier - Mail; Brisbane, Qld."
1159," The Canberra Times; Canberra, A.C.T."
1160," The Canberra Times; Canberra, A.C.T."
1161," Sydney Morning Herald; Sydney, N.S.W."
1162," The Age; Melbourne, Vic."
1163," The Australian (Online); Canberra, A.C.T."
1164," Herald Sun; Melbourne, Vic."
1165," Herald Sun; Melbourne, Vic."
1166," Sydney Morning Herald; Sydney, N.S.W."
1167," News.com.au; Sydney, N.S.W."
1168," Sunday Telegraph; Surry Hills, N.S.W."
1169," The Courier - Mail; Brisbane, Qld."
1170," The Courier - Mail; Brisbane, Qld."
1171," Herald Sun; Melbourne, Vic."
1172," The Age; Melbourne, Vic."
1173," Sun Herald; Sydney, N.S.W."
1174," The Standard; Warrnambool, Vic."
1175," The Australian (Online); Canberra, A.C.T."
1176," The Australian (Online); Canberra, A.C.T."
1177," The Age; Melbourne, Vic."
1178," The Age; Melbourne, Vic."
1179," The Australian; Canberra, A.C.T."
1180," The Australian; Canberra, A.C.T."
1181," The Australian; Canberra, A.C.T."
1182," The Australian; Canberra, A.C.T."
1183," Sydney Morning Herald; Sydney, N.S.W."
1184," The Age; Melbourne, Vic."
1185," The Age; Melbourne, Vic."
1186," The Australian; Canberra, A.C.T."
1187," Sunday Age; Melbourne, Vic."
1188," Herald Sun; Melbourne, Vic."
1189," The Age; Melbourne, Vic."
1190," The Age; Melbourne, Vic."
1191," The Weekend Australian Magazine; Surry Hills, N.S.W."
1192," The Australian; Canberra, A.C.T."
1193," The Daily Telegraph; Surry Hills, N.S.W."
1194," The Daily Telegraph; Surry Hills, N.S.W."
1195," Herald Sun; Melbourne, Vic."
1196," The Daily Telegraph; Surry Hills, N.S.W."
1197," Herald Sun; Melbourne, Vic."
1198," Sunday Age; Melbourne, Vic."
1199," Sydney Morning Herald; Sydney, N.S.W."
1200," The Courier; Ballarat, Vic."
1201," The Daily Telegraph; Surry Hills, N.S.W."
1202," The Daily Telegraph; Surry Hills, N.S.W."
1203," The Courier - Mail (Online); Brisbane, Qld."
1204," The Standard; Warrnambool, Vic."
1205," Herald Sun; Melbourne, Vic."
1206, The Mercury (Online); Hobart Town
1207," The Australian; Canberra, A.C.T."
1208," The Australian; Canberra, A.C.T."
1209," The Age; Melbourne, Vic."
1210," The Armidale Express; Cessnock, N.S.W."
1211," The Armidale Express; Cessnock, N.S.W."
1212," The Australian (Online); Can berra, A.C.T."
1213," The Courier - Mail (On line); Brisbane, Qld."
1214," The Age; Melbourne, Vic."
1215," The Australian; Canberra, A.C.T."
1216," The Age; Melbourne, Vic."
1217," Sydney Morning Herald; Sydney, N.S.W."
1218," Sydney Morning Herald; Sydney, N.S.W."
1219," Newcastle Herald; Newcastle, N.S.W."
1220," The Courier; Ballarat, Vic."
1221," The Australian (Online); Canberra, A.C.T."
1222," The Canberra Times; Canberra, A.C.T."
1223," The Canberra Times; Canberra, A.C.T."
1224," The Canberra Times; Canberra, A.C.T."
1225," The Canberra Times; Canberra, A.C.T."
1226," The Australian (Online); Canberra, A.C.T."
1227," Sydney Morning Herald; Sydney, N.S.W."
1228," The Age; Melbourne, Vic."
1229," The Daily Telegraph; Surry Hills, N.S.W."
1230," The Daily Telegraph; Surry Hills, N.S.W."
1231," The Australian; Canberra, A.C.T."
1232," The Australian; Canberra, A.C.T."
1233," The Daily Telegraph; Surry Hills, N.S.W."
1234," The Daily Advertiser; Wagga Wagga, N.S.W."
1235," The Daily Advertiser; Wagga Wagga, N.S.W."
1236," The Courier - Mail; Brisbane, Qld."
1237," The Cairns Post; Cairns, Qld."
1238," The Advertiser; Adelaide, S. Aust."
1239," The Courier - Mail; Brisbane, Qld."
1240," The Advertiser; Adelaide, S. Aust."
1241," The Canberra Times; Canberra, A.C.T."
1242," The Canberra Times; Canberra, A.C.T."
1243," The Australian; Canberra, A.C.T."
1244," The Australian; Canberra, A.C.T."
1245," The Courier; Ballarat, Vic."
1246," The Courier - Mail; Brisbane, Qld."
1247," Redland City Bulletin; Cleveland, Qld."
1248," Redland City Bulletin; Cleveland, Qld."
1249," Redland City Bulletin; Cleveland, Qld."
1250, Herald Sun (Online); Melbourne
1251," The Canberra Times; Canberra, A.C.T."
1252," The Canberra Times; Canberra, A.C.T."
1253," The Canberra Times; Canberra, A.C.T."
1254," The Canberra Times; Canberra, A.C.T."
1255," The Age; Melbourne, Vic."
1256," News.com.au; Sydney, N.S.W."
1257," The Canberra Times; Canberra, A.C.T."
1258," The Canberra Times; Canberra, A.C.T."
1259," The Canberra Times; Canberra, A.C.T."
1260," The Canberra Times; Canberra, A.C.T."
1261," Sun Herald; Sydney, N.S.W."
1262," The Age; Melbourne, Vic."
1263," The Daily Telegraph (Online); Surrey Hills, N.S.W."
1264, Herald Sun (Online); Melbourne
1265," Herald Sun; Melbourne, Vic."
1266," Sydney Morning Herald; Sydney, N.S.W."
1267," The Australian (Online); Canberra, A.C.T."
1268," Sydney Morning Herald; Sydney, N.S.W."
1269," The Age; Melbourne, Vic."
1270," The Age; Melbourne, Vic."
1271," Weekend Australian; Canberra, A.C.T."
1272," The Age; Melbourne, Vic."
1273," Sydney Morning Herald; Sydney, N.S.W."
1274, The Gold Coast Bulletin (Online); Southport
1275, The Gold Coast Bulletin (Online); Southport
1276," The Age; Melbourne, Vic."
1277," Herald Sun; Melbourne, Vic."
1278," Weekend Australian; Canberra, A.C.T."
1279," Weekend Australian; Canberra, A.C.T."
1280," The Age; Melbourne, Vic."
1281," Sydney Morning Herald; Sydney, N.S.W."
1282," The Age; Melbourne, Vic."
1283," The Morning Bulletin; Rockhampton, Qld."
1284," Sunshine Coast Daily; Maroochydore, Qld."
1285," Herald Sun; Melbourne, Vic."
1286," The Canberra Times; Canberra, A.C.T."
1287," The Canberra Times; Canberra, A.C.T."
1288," The Canberra Times; Canberra, A.C.T."
1289," The Canberra Times; Canberra, A.C.T."
1290," The Gympie Times; Gympie, Qld."
1291," Sydney Morning Herald; Sydney, N.S.W."
1292," The Age; Melbourne, Vic."
1293," Sun Herald; Sydney, N.S.W."
1294," Sydney Morning Herald; Sydney, N.S.W."
